repoId,issueId,I_url,I_createdAt,I_authorName,I_authorAssociation,I_authorGender,I_state,I_closedAt,I_numberOfComments,I_numberOfAssignees,I_numberOfParticipants,I_assignmentActorName,I_firstAssigneeName,I_timeUntilFirstComment,I_meanCommentInterval,I_timeUntilFirstAssignment,I_timeUntilClosed,I_age,I_labeledAsSecurityIssue,I_status,I_clear,I_info,I_pullRequest,I_roleOfAuthorInPR,I_numberOfCommentsInPR,I_numberOfParticipantsInPR,I_prDiscussionChallenge
MDEwOlJlcG9zaXRvcnkxNzY2MjAyMg==,MDU6SXNzdWUyNzkxNzU4MDI=,https://github.com/bisq-network/bisq/issues/1063,12/4/2017 22:34:29,Manfred Karrer,MEMBER,male,OPEN, ,12,0,7, , ,.533194444444444,74.7265782828283, , ,841.059027777778,1,PENDING,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxOTczMDQ1Ng==,MDU6SXNzdWUzNTIxNjkyNjg=,https://github.com/ethereum/ethereumj/issues/1161,8/20/2018 14:48:16,Mikhail Kalinin,CONTRIBUTOR,male,OPEN, ,4,0,2, , ,.00385416666666667,110.674074074074, , ,582.382638888889,1,PENDING,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxOTM1MTQ4MA==,MDU6SXNzdWUyODg1OTU1NDE=,https://github.com/nemerosa/ontrack/issues/589,1/15/2018 13:33:12,Damien Coraboeuf,CONTRIBUTOR,male,CLOSED,1/15/2018 18:58:20,1,0,1, , ,.225787037037037, , ,.225694444444444,.225694444444444,1,REJECTED,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxOTM2OTAzNQ==,MDU6SXNzdWUxMzc1NzYzMTI=,https://github.com/TEAMMATES/teammates/issues/4853,3/1/2016 13:37:05,Thng Kai Yuan,CONTRIBUTOR,unknown,CLOSED,1/22/2019 15:59:24,1,0,1, , ,1057.09883101852, , ,1057.09861111111,1057.09861111111,1,REJECTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkxOTM2OTAzNQ==,MDU6SXNzdWUyNzMxOTYzNTM=,https://github.com/TEAMMATES/teammates/issues/8146,11/12/2017 3:39:43,Damith C. Rajapakse,CONTRIBUTOR,male,CLOSED,12/16/2017 5:50:55,1,0,1, , ,34.0911111111111, , ,34.0909722222222,34.0909722222222,1,REJECTED,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxOTM2OTAzNQ==,MDU6SXNzdWUyNzcyMzc3ODA=,https://github.com/TEAMMATES/teammates/issues/8183,11/28/2017 2:33:52,Niluja Biswal,NONE,unknown,CLOSED,1/22/2019 15:59:32,13,0,4, , ,.181076388888889,35.03125, ,420.559027777778,420.559027777778,1,ACCEPTED,Yes,Documentation,No Review,Creator,8,4,High
MDEwOlJlcG9zaXRvcnkxOTM2OTAzNQ==,MDU6SXNzdWUzMTQzMTQ1Mjk=,https://github.com/TEAMMATES/teammates/issues/8779,4/14/2018 9:28:57,John Yong,MEMBER,male,CLOSED,1/29/2019 7:10:48,3,1,3,Xiao Pu,Jeremy,.654444444444444,142.133680555556,284.926388888889,289.903472222222,289.903472222222,1,ACCEPTED,Yes,Documentation,Multiple Reviews,No,19,3,High
MDEwOlJlcG9zaXRvcnkxOTMyMTg3Ng==,MDU6SXNzdWU0NTc3MzgxMjc=,https://github.com/TIBCOSoftware/bw6-plugin-maven/issues/299,6/18/2019 23:23:04, ,CONTRIBUTOR,unknown,CLOSED,11/18/2019 8:35:21,1,0,1, , ,152.383530092593, , ,152.383333333333,152.383333333333,1,ACCEPTED,Yes,CVE,Single Review,No,1,1,Low
MDEwOlJlcG9zaXRvcnkxOTMyMTg3Ng==,MDU6SXNzdWU0NTc3MzgyMDY=,https://github.com/TIBCOSoftware/bw6-plugin-maven/issues/308,6/18/2019 23:23:21, ,CONTRIBUTOR,unknown,CLOSED,11/18/2019 8:45:57,1,0,1, , ,152.390694444444, , ,152.390277777778,152.390277777778,1,ACCEPTED,Yes,CVE,Single Review,No,1,1,Low
MDEwOlJlcG9zaXRvcnkxOTMyMTg3Ng==,MDU6SXNzdWU0NjM1ODAwMDI=,https://github.com/TIBCOSoftware/bw6-plugin-maven/issues/325,7/3/2019 7:02:24, ,CONTRIBUTOR,unknown,CLOSED,11/18/2019 8:49:28,1,0,1, , ,138.074351851852, , ,138.074305555556,138.074305555556,1,ACCEPTED,Yes,CVE,Single Review,No,1,1,Low
MDEwOlJlcG9zaXRvcnkyMDUxNzM0NQ==,MDU6SXNzdWU0MTgxMDkxNQ==,https://github.com/oasp/oasp4j/issues/37,9/3/2014 12:33:20,Jörg Hohwiller,MEMBER,male,OPEN, ,7,0,2, , ,.00037037037037037,106.965277777778, , ,2029.47638888889,1,PENDING,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkyMDUxNzM0NQ==,MDU6SXNzdWU0Mzc3ODk5OQ==,https://github.com/oasp/oasp4j/issues/57,9/24/2014 15:31:48,Jörg Hohwiller,MEMBER,male,CLOSED,11/23/2014 21:05:54,3,0,1, , ,5.78703703703704E-005,2.46631944444444, ,60.2319444444444,60.2319444444444,1,REJECTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkyMDUxNzM0NQ==,MDU6SXNzdWU0OTU1Mjk1OA==,https://github.com/oasp/oasp4j/issues/121,11/20/2014 13:54:46,Malte Brunnlieb,MEMBER,male,CLOSED,1/17/2015 21:14:46,1,0,1,Malte Brunnlieb,Malte Brunnlieb,58.3055555555556, ,0,58.3055555555556,58.3055555555556,1,REJECTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkyMDUxNzM0NQ==,MDU6SXNzdWU0OTgzNTAwOQ==,https://github.com/oasp/oasp4j/issues/125,11/23/2014 19:01:29,Malte Brunnlieb,MEMBER,male,CLOSED,11/1/2018 13:55:48,4,0,2, , ,67.8111342592593,456.991898148148, ,1438.7875,1438.7875,1,REJECTED,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkyMDUxNzM0NQ==,MDU6SXNzdWU1MjE2NDMwNA==,https://github.com/oasp/oasp4j/issues/150,12/16/2014 20:42:13,Jörg Hohwiller,MEMBER,male,CLOSED,1/14/2015 15:01:36,10,1,3,Jörg Hohwiller,Jörg Hohwiller,19.522337962963,1.00586419753086,26.64375,28.7631944444444,28.7631944444444,1,ACCEPTED,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkyMDUxNzM0NQ==,MDU6SXNzdWU5MjgyNjc3MA==,https://github.com/oasp/oasp4j/issues/279,7/3/2015 8:57:27,Jörg Hohwiller,MEMBER,male,CLOSED,9/20/2018 6:41:11,10,0,3, , ,.00234953703703704,130.544290123457, ,1174.90486111111,1174.90486111111,1,REJECTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkyMDUxNzM0NQ==,MDU6SXNzdWUxNDc3NTU2NzI=,https://github.com/oasp/oasp4j/issues/398,4/12/2016 13:44:14,Jörg Hohwiller,MEMBER,male,CLOSED,5/8/2016 17:36:10,1,1,1,Jörg Hohwiller,Jörg Hohwiller,.00429398148148148, ,16.1236111111111,26.1604166666667,26.1604166666667,1,ACCEPTED,No,None,No Review,Creator,3,1,Low
MDEwOlJlcG9zaXRvcnkyMDUxNzM0NQ==,MDU6SXNzdWUxNjkwNjcwNzk=,https://github.com/oasp/oasp4j/issues/456,8/3/2016 7:35:36,Simon Röger,NONE,male,CLOSED,10/10/2016 17:59:45,2,2,1,Jörg Hohwiller,Simon Röger,.326782407407407,68.10625,29.3590277777778,68.4333333333333,68.4333333333333,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkyMzg1NzQ2Mw==,MDU6SXNzdWU0ODY2MzU4NQ==,https://github.com/ESAPI/esapi-java-legacy/issues/168,11/13/2014 17:12:08,Max Gelman,NONE,male,CLOSED,11/13/2014 17:12:11,7,0,1, , ,1.15740740740741E-005,0, ,0,0,1,REJECTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkyMzg1NzQ2Mw==,MDU6SXNzdWU0ODY2ODg4OQ==,https://github.com/ESAPI/esapi-java-legacy/issues/206,11/13/2014 17:54:16,Max Gelman,NONE,male,OPEN, ,1,0,1, , ,0, , , ,1958.25347222222,1,PENDING,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkyNjE4MTI3OA==,MDU6SXNzdWU0MzE4ODQ4ODc=,https://github.com/googleapis/google-cloud-java/issues/4938,4/11/2019 8:05:15,Yoshi Automation Bot,CONTRIBUTOR,unknown,CLOSED,4/12/2019 8:04:08,1,0,1, , ,.999212962962963, , ,.998611111111111,.998611111111111,1,REJECTED,No,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkyODgzNjY3OA==,MDU6SXNzdWUzNzAzNDYyMjg=,https://github.com/Freeyourgadget/Gadgetbridge/issues/1308,10/15/2018 21:13:22,Felix Geyer,NONE,male,CLOSED,4/21/2019 19:26:20,9,0,5, , ,.449490740740741,19.0638020833333, ,187.925,187.925,1,ACCEPTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkyODk0MjMzMg==,MDU6SXNzdWUxMjY2NTcyMzM=,https://github.com/adempiere/adempiere/issues/189,1/14/2016 13:44:01,Taher,NONE,male,CLOSED,5/23/2017 3:24:41,2,1,1,Yamel Senih,Yamel Senih,482.538831018518,12.0305555555556,482.5375,494.569444444444,494.569444444444,1,REJECTED,Yes,Fix,No, , , , 
MDEwOlJlcG9zaXRvcnkyODk0MjMzMg==,MDU6SXNzdWUyMTk3NTAyMjg=,https://github.com/adempiere/adempiere/issues/935,4/6/2017 0:05:17,e-Evolution,CONTRIBUTOR,unknown,CLOSED,5/26/2017 1:14:53,2,2,2,e-Evolution,Mario Calderon,.235497685185185,49.8125,0,50.0479166666667,50.0479166666667,1,ACCEPTED,No,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkyODk0MjMzMg==,MDU6SXNzdWUzODMyNjcyMzE=,https://github.com/adempiere/adempiere/issues/2143,11/21/2018 19:40:03, ,NONE,unknown,CLOSED,5/28/2019 20:51:40,2,0,2, , ,.129988425925926,187.919444444444, ,188.049305555556,188.049305555556,1,REJECTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkzMDM4OTM3,MDU6SXNzdWUzMjE4MDUwNDQ=,https://github.com/FasterXML/jackson-databind/issues/2032,5/10/2018 4:23:03,Tatu Saloranta,MEMBER,unknown,CLOSED,5/11/2018 1:29:09,4,0,2, , ,26.9570023148148,.709722222222222, ,.879166666666667,.879166666666667,1,ACCEPTED,Yes,CVE,No, , , , 
MDEwOlJlcG9zaXRvcnkzMDM4OTM3,MDU6SXNzdWUzNDUxMDAzMTM=,https://github.com/FasterXML/jackson-databind/issues/2097,7/27/2018 5:58:22,Tatu Saloranta,MEMBER,unknown,CLOSED,8/16/2018 22:54:53,11,0,4, , ,96.5172337962963,8.51541666666667, ,20.7055555555556,20.7055555555556,1,ACCEPTED,Yes,CVE,No, , , , 
MDEwOlJlcG9zaXRvcnkzMDM4OTM3,MDU6SXNzdWU0NzE1MDg0MzE=,https://github.com/FasterXML/jackson-databind/issues/2387,7/23/2019 6:28:01, ,NONE,unknown,CLOSED,8/12/2019 6:39:24,4,0,2, , ,.745046296296296,1.97083333333333, ,20.0076388888889,20.0076388888889,1,ACCEPTED,Yes,Documentation,No Review,No,6,1,Low
MDEwOlJlcG9zaXRvcnkzMDM4OTM3,MDU6SXNzdWU1MTI3MTY4OTE=,https://github.com/FasterXML/jackson-databind/issues/2526,10/25/2019 20:55:07,Tatu Saloranta,MEMBER,unknown,CLOSED,11/1/2019 18:22:08,3,0,2, , ,69.1853125,24.2513888888889, ,6.89375,6.89375,1,ACCEPTED,Yes,CVE,No, , , , 
MDEwOlJlcG9zaXRvcnkzMjc1MzAxNg==,MDU6SXNzdWUzNjUxOTUyNDk=,https://github.com/blynkkk/blynk-server/issues/1256,9/30/2018 5:56:50,Mingxuan,NONE,male,CLOSED,9/30/2018 10:59:54,10,1,6,Dmitriy Dumanskiy,Dmitriy Dumanskiy,.210405092592593,61.1256172839506,.168055555555556,.210416666666667,.210416666666667,1,ACCEPTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkzMjc1MzAxNg==,MDU6SXNzdWUzNzE5NDk3OTA=,https://github.com/blynkkk/blynk-server/issues/1271,10/19/2018 13:07:09,Volodymyr Shymanskyy,NONE,male,CLOSED,10/19/2018 14:15:54,4,1,2,Dmitriy Dumanskiy,Dmitriy Dumanskiy,.0229976851851852,.0025462962962963,.0472222222222222,.0472222222222222,.0472222222222222,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkzMjkxODQ4,MDU6SXNzdWUyMTc5MDAzODc=,https://github.com/pac4j/pac4j/issues/878,3/29/2017 14:45:16, ,CONTRIBUTOR,unknown,CLOSED,3/30/2017 8:51:58,1,0,1, , ,.00351851851851852, , ,.754166666666667,.754166666666667,1,ACCEPTED,Yes,CVE,No Review,Creator,1,1,Low
MDEwOlJlcG9zaXRvcnkzMzc3MDY5OQ==,MDU6SXNzdWUzMDI2Nzc4NjU=,https://github.com/primefaces/primefaces/issues/3415,3/6/2018 12:15:55,"╭∩╮ (òÓ,) ╭∩╮",CONTRIBUTOR,unknown,CLOSED,1/18/2019 7:53:21,7,0,2, , ,.00399305555555556,52.9685185185185, ,317.817361111111,317.817361111111,1,REJECTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkzMzc3MDY5OQ==,MDU6SXNzdWUzMDI3MDY1OTc=,https://github.com/primefaces/primefaces/issues/3418,3/6/2018 13:45:34,"╭∩╮ (òÓ,) ╭∩╮",CONTRIBUTOR,unknown,CLOSED,3/6/2018 16:03:39,1,0,1, , ,.00850694444444444, , ,.0958333333333333,.0958333333333333,1,ACCEPTED,Yes,Reproducability,Single Review,Creator,0,0,Low
MDEwOlJlcG9zaXRvcnkzMzc3MDY5OQ==,MDU6SXNzdWUzMTQwNjY4NDk=,https://github.com/primefaces/primefaces/issues/3582,4/13/2018 11:13:31,Mauro Molinari,NONE,male,CLOSED,4/23/2018 8:31:47,1,0,1, , ,2.85731481481481, , ,9.8875,9.8875,1,ACCEPTED,Yes,Reproducability,No Review,No,2,1,Low
MDEwOlJlcG9zaXRvcnkzMzc3MDY5OQ==,MDU6SXNzdWUzMTU3MzkyMDM=,https://github.com/primefaces/primefaces/issues/3598,4/19/2018 6:08:22,"╭∩╮ (òÓ,) ╭∩╮",CONTRIBUTOR,unknown,CLOSED,4/23/2018 7:06:46,1,0,1, , ,.0241666666666667, , ,4.04027777777778,4.04027777777778,1,ACCEPTED,No,None,No Review,Creator,2,1,Low
MDEwOlJlcG9zaXRvcnkzMzc3MDY5OQ==,MDU6SXNzdWUzMTk0OTM5Mzk=,https://github.com/primefaces/primefaces/issues/3630,5/2/2018 10:16:39,"╭∩╮ (òÓ,) ╭∩╮",CONTRIBUTOR,unknown,CLOSED,5/2/2018 11:16:54,1,0,1, , ,.0190046296296296, , ,.0416666666666667,.0416666666666667,1,ACCEPTED,Yes,Reproducability,No Review,Creator,0,0,Low
MDEwOlJlcG9zaXRvcnkzMzc3MDY5OQ==,MDU6SXNzdWUzNzI5Mzc5NjU=,https://github.com/primefaces/primefaces/issues/4154,10/23/2018 10:57:02,"╭∩╮ (òÓ,) ╭∩╮",CONTRIBUTOR,unknown,CLOSED,10/31/2018 12:31:29,5,0,2, , ,.0635185185185185,1.97083333333333, ,8.06527777777778,8.06527777777778,1,ACCEPTED,Yes,Reproducability,Single Review,Creator,7,2,Medium
MDEwOlJlcG9zaXRvcnkzMzc3MDY5OQ==,MDU6SXNzdWUzOTc3MTA1MDY=,https://github.com/primefaces/primefaces/issues/4385,1/10/2019 7:53:36,"╭∩╮ (òÓ,) ╭∩╮",CONTRIBUTOR,unknown,CLOSED,1/16/2019 13:52:03,6,0,3, , ,.0183217592592593,.839027777777778, ,6.24861111111111,6.24861111111111,1,ACCEPTED,Yes,Documentation,Single Review,Creator,4,2,Low
MDEwOlJlcG9zaXRvcnkzMzc3MDY5OQ==,MDU6SXNzdWU0OTQ2MzM3NTI=,https://github.com/primefaces/primefaces/issues/5163,9/17/2019 13:44:47,Melloware,MEMBER,unknown,CLOSED,9/17/2019 19:47:42,2,1,2,Melloware,Melloware,.00546296296296296,.000694444444444444,.252083333333333,.251388888888889,.251388888888889,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkzMzc3MDY5OQ==,MDU6SXNzdWU1NjYxOTQ0NTc=,https://github.com/primefaces/primefaces/issues/5603,2/17/2020 10:16:08,Michele Mariotti,NONE,male,CLOSED,2/19/2020 21:21:44,5,1,3,Melloware,Melloware,.205381944444444,.534201388888889,.222916666666667,2.46180555555556,2.46180555555556,1,ACCEPTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkzMzk0NQ==,MDU6SXNzdWUxNjYwMzYwNA==,https://github.com/sparklemotion/nokogiri/issues/936,7/10/2013 22:01:10,richö butts,NONE,unknown,CLOSED,3/24/2017 17:11:35,21,1,8,Mike Dalessio,Mike Dalessio,40.2893634259259,65.6251041666667,551.720138888889,1352.79861111111,1352.79861111111,1,REJECTED,No,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkzMzk0NQ==,MDU6SXNzdWU1NDIyMjc5OA==,https://github.com/sparklemotion/nokogiri/issues/1220,1/13/2015 17:35:23,Mike Dalessio,MEMBER,male,OPEN, ,19,1,13,Mike Dalessio,Mike Dalessio,.0149074074074074,44.3831018518518,7.01944444444444, ,1897.26666666667,1,PENDING,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkzMzQ5NDI4Nw==,MDU6SXNzdWUyOTgwNjQwMzY=,https://github.com/phonegap/phonegap-plugin-push/issues/2207,2/18/2018 6:57:29, ,NONE,unknown,CLOSED,2/20/2018 13:21:16,7,0,3, , ,.130081018518519,17.4662037037037, ,2.26597222222222,2.26597222222222,1,REJECTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkzMzQ5NDI4Nw==,MDU6SXNzdWUyOTgwNjQxMTk=,https://github.com/phonegap/phonegap-plugin-push/issues/2208,2/18/2018 6:59:37, ,NONE,unknown,CLOSED,2/20/2018 13:10:51,4,0,2, , ,1.91622685185185,34.3365740740741, ,2.25763888888889,2.25763888888889,1,REJECTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkzNDEwMDQ0MQ==,MDU6SXNzdWUyNDg5NTExOTc=,https://github.com/bbottema/simple-java-mail/issues/88,8/9/2017 8:13:11,Benny Bottema,OWNER,male,CLOSED,8/12/2017 12:40:49,1,1,1,Benny Bottema,Benny Bottema,3.18585648148148, ,3.14583333333333,3.18541666666667,3.18541666666667,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkzNDEwMDQ0MQ==,MDU6SXNzdWU0ODE1MTUyNDA=,https://github.com/bbottema/simple-java-mail/issues/221,8/16/2019 9:04:56, ,NONE,unknown,CLOSED,8/22/2019 20:05:07,7,0,2,Benny Bottema, ,.145914351851852,7.21712962962963,2.22361111111111,6.45833333333333,6.45833333333333,1,REJECTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkzNjY5MDY1,MDU6SXNzdWUxMTE4MTc4NTM=,https://github.com/open-keychain/open-keychain/issues/1562,10/16/2015 12:03:30,Dominik Schürmann,MEMBER,male,CLOSED,10/23/2017 16:24:49,1,0,1, , ,738.181469907407, , ,738.18125,738.18125,1,REJECTED,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkzNjY5MDY1,MDU6SXNzdWUxNTIyMzI5MTI=,https://github.com/open-keychain/open-keychain/issues/1849,5/1/2016 15:57:00,Dominik Schürmann,MEMBER,male,CLOSED,5/1/2016 16:19:03,3,0,2, , ,.000150462962962963,.00277777777777778, ,.0152777777777778,.0152777777777778,1,ACCEPTED,Yes,Documentation,No Review,No,1,1,Low
MDEwOlJlcG9zaXRvcnkzNjY5MDY1,MDU6SXNzdWUyMTM1OTUxMTI=,https://github.com/open-keychain/open-keychain/issues/2075,3/12/2017 10:09:11,Johan Lorenzo,NONE,male,CLOSED,4/30/2017 8:37:36,6,0,2, , ,.00111111111111111,9.78680555555556, ,48.9361111111111,48.9361111111111,1,REJECTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkzNjY5MDY1,MDU6SXNzdWUyNDM3OTEyOTg=,https://github.com/open-keychain/open-keychain/issues/2135,7/18/2017 17:26:09,Paul TREHIOU,NONE,male,CLOSED,6/8/2018 9:06:41,18,0,6, , ,.0122222222222222,19.0454656862745, ,324.652777777778,324.652777777778,1,ACCEPTED,Yes,Documentation,No Review,No,1,1,Low
MDEwOlJlcG9zaXRvcnkzNjY5MDY1,MDU6SXNzdWUyODAxNDA4NjU=,https://github.com/open-keychain/open-keychain/issues/2235,12/7/2017 14:03:20,Alexander Paetzelt,NONE,male,OPEN, ,2,0,2, , ,.24650462962963,3.48888888888889, , ,838.413888888889,1,PENDING,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkzNTI0MDAyNg==,MDU6SXNzdWU4NjIzNDg2NA==,https://github.com/gbif/ipt/issues/1172,6/8/2015 16:03:39,Kyle Braak,CONTRIBUTOR,male,CLOSED,6/8/2015 16:05:21,3,1,1,Kyle Braak,Kyle Braak,.00190972222222222,35.8795138888889,0,.000694444444444444,.000694444444444444,1,ACCEPTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkzNTI0MDAyNg==,MDU6SXNzdWUxMjYxNDMxMjQ=,https://github.com/gbif/ipt/issues/1252,1/12/2016 10:12:41, ,NONE,unknown,OPEN, ,4,0,4, , ,.159826388888889,384.667592592593, , ,1533.57430555556,1,PENDING,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkzNTI0MDAyNg==,MDU6SXNzdWUyNTU3MDU2MzI=,https://github.com/gbif/ipt/issues/1359,9/6/2017 18:47:55, ,NONE,unknown,CLOSED,9/7/2017 13:49:25,1,1,1,Kyle Braak,Kyle Braak,.792708333333333, ,.792361111111111,.792361111111111,.792361111111111,1,REJECTED,Yes,CVE,No, , , , 
MDEwOlJlcG9zaXRvcnkzNzg2MjM3,MDU6SXNzdWU1MTkyNTk1ODk=,https://github.com/hazelcast/hazelcast/issues/15957,11/7/2019 13:15:31,Matko Medenjak,CONTRIBUTOR,male,CLOSED,12/13/2019 18:19:28,6,1,3,Thomas Kountis,Thomas Kountis,7.80747685185185,1.21527777777778,7.80625,36.2104166666667,36.2104166666667,1,ACCEPTED,Yes,None,Multiple Reviews,Creator,4,2,Low
MDEwOlJlcG9zaXRvcnkzNzgxNjI1Nw==,MDU6SXNzdWU4OTkzMjA4NQ==,https://github.com/javamelody/javamelody/issues/438,6/21/2015 16:39:21,Google Code Exporter,NONE,male,CLOSED,6/21/2015 16:39:21,3,0,1, , ,1.15740740740741E-005,0, ,0,0,1,REJECTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkzNzI5NjI5,MDU6SXNzdWUxNDk1MDQxNDA=,https://github.com/dotCMS/core/issues/8912,4/19/2016 15:55:48,Mauricio,CONTRIBUTOR,male,CLOSED,6/9/2016 20:12:42,1,1,1,Mauricio,Mauricio,51.1784027777778, ,0,51.1777777777778,51.1777777777778,1,REJECTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkzNzI5NjI5,MDU6SXNzdWUzNDM3ODY4ODA=,https://github.com/dotCMS/core/issues/14909,7/23/2018 20:38:48,Will Ezell,CONTRIBUTOR,male,CLOSED,7/31/2018 17:19:32,2,0,1, , ,3.04893518518519,0,2.02708333333333,7.86111111111111,7.86111111111111,1,ACCEPTED,Yes,Documentation,Single Review,Creator,0,0,Low
MDEwOlJlcG9zaXRvcnkzNzI5NjI5,MDU6SXNzdWUzOTc4OTM4OTg=,https://github.com/dotCMS/core/issues/15812,1/10/2019 15:52:55,Brent Griffin,CONTRIBUTOR,male,CLOSED,3/4/2019 20:13:41,3,1,3,Jonathan Gamba,Fabrizzio Araya,.0880092592592593,24.0986111111111,42.2631944444444,53.1805555555556,53.1805555555556,1,ACCEPTED,No,Documentation,Single Review,No,2,1,Low
MDEwOlJlcG9zaXRvcnkzNzI5NjI5,MDU6SXNzdWU0NzcyNDgyNzY=,https://github.com/dotCMS/core/issues/16955,8/6/2019 8:44:13,Vianney Chacon,NONE,male,OPEN, ,3,0,3,Nollymar Longa, ,62.3359837962963,48.0760416666667,275.284722222222, ,231.635416666667,1,PENDING,Yes,Reproducability,No, , , , 
